"ruleId","titleZhHant","grammarCategory","formula","structuralSignature","incorrectPattern","correctPattern","explanationZhHant","correctExamples","incorrectExamples","alternativeCorrections","englishVariant","status","version","author"
"VERB_LIE_PAST_LAY_NOT_LAID","文法規則：VERB LIE PAST_LAY_NOT_LAID","other_grammar","VERB.LIE.PAST_LAY_NOT_LAID","[""verb"",""lie"",""past_lay_not_laid""]","laid","lay","表示建築物位於某處，動詞是 lie，過去式為 lay。laid 是及物動詞 lay 的過去式，例如 laid the map on the table。","[""lay""]","[""laid""]","[]","British English","approved","1","Edmund Sir"
"VERB_LINK_A_WITH_B_NO_BETWEEN","文法規則：VERB LINK A_WITH_B NO_BETWEEN","other_grammar","VERB.LINK.A_WITH_B.NO_BETWEEN","[""verb"",""link"",""a_with_b"",""no_between""]","linking between the main road and the station","linking the main road with the station","動詞 link 使用 link A with/to B。名詞結構才可寫 a link between A and B。","[""linking the main road with the station""]","[""linking between the main road and the station""]","[]","British English","approved","1","Edmund Sir"
"VERB_LOOK_FORWARD_TO_GERUND","文法規則：VERB LOOK_FORWARD_TO GERUND","infinitive_or_gerund","VERB.LOOK_FORWARD_TO.GERUND","[""verb"",""look_forward_to"",""gerund""]","look forward to learn","look forward to learning","look forward to 裡面的 to 是介詞，所以後面的動作用動名詞。公式： look forward to + 名詞／動名詞。正確對照： hope to learn，因為 hope 後面的 to 是不定詞標記。","[""look forward to learning""]","[""look forward to learn""]","[]","British English","approved","1","Edmund Sir"
"VERB_MAKE_NP_BASE_VERB_ACTIVE","文法規則：VERB MAKE NP BASE_VERB ACTIVE","infinitive_or_gerund","VERB.MAKE.NP.BASE_VERB.ACTIVE","[""verb"",""make"",""np"",""base_verb"",""active""]","made everyone to wear","made everyone wear","主動句中的使役動詞 make 使用 make + 人 + 動詞原形，不加 to。邊界：被動句要恢復 to，例如 Everyone was made to wear eye protection。","[""made everyone wear""]","[""made everyone to wear""]","[]","British English","approved","1","Edmund Sir"
"VERB_MANAGE_TO_INFINITIVE","文法規則：VERB MANAGE TO_INFINITIVE","infinitive_or_gerund","VERB.MANAGE.TO_INFINITIVE","[""verb"",""manage"",""to_infinitive""]","managed fixing","managed to fix","這裡 manage 表示「成功做到」，後面接 to 不定詞。公式： manage to + 動詞原形。邊界： manage a repair team 中， manage 可直接接名詞，意思是「管理」。","[""managed to fix""]","[""managed fixing""]","[]","British English","approved","1","Edmund Sir"
"VERB_MEAN_GERUND_ENTAIL","文法規則：VERB MEAN GERUND ENTAIL","infinitive_or_gerund","VERB.MEAN.GERUND.ENTAIL","[""verb"",""mean"",""gerund"",""entail""]","meant to complete","meant completing","mean doing 表示某件事必然涉及另一件事。更換卡片會涉及填寫另一張表格。 mean to do 則表示有意打算做某事。","[""meant completing""]","[""meant to complete""]","[]","British English","approved","1","Edmund Sir"
"VERB_MEAN_TO_INFINITIVE_INTENTION","文法規則：VERB MEAN TO_INFINITIVE INTENTION","infinitive_or_gerund","VERB.MEAN.TO_INFINITIVE.INTENTION","[""verb"",""mean"",""to_infinitive"",""intention""]","did not mean delaying","did not mean to delay","表示沒有打算延誤小組，用 mean to + 動詞原形。mean delaying 會表示某情況意味著延誤。","[""did not mean to delay""]","[""did not mean delaying""]","[]","British English","approved","1","Edmund Sir"
"VERB_OVERTAKE_DIRECT_OBJECT_NO_THAN","文法規則：VERB OVERTAKE DIRECT_OBJECT NO_THAN","other_grammar","VERB.OVERTAKE.DIRECT_OBJECT.NO_THAN","[""verb"",""overtake"",""direct_object"",""no_than""]","overtook than it","overtook it","overtake 是及物動詞，直接接被超越的對象，不使用 than。 become higher than 才需要 than。","[""overtook it""]","[""overtook than it""]","[]","British English","approved","1","Edmund Sir"
"VERB_PREVENT_NP_FROM_GERUND","文法規則：VERB PREVENT NP FROM_GERUND","infinitive_or_gerund","VERB.PREVENT.NP.FROM_GERUND","[""verb"",""prevent"",""np"",""from_gerund""]","prevented several batteries ending","prevented several batteries from ending","prevent 後面先寫受影響的人或物，再用 from + 動名詞表示被阻止的動作。公式： prevent + 人／物 + from + 動名詞。邊界： prevent an accident 可直接接名詞。","[""prevented several batteries from ending""]","[""prevented several batteries ending""]","[]","British English","approved","1","Edmund Sir"
"VERB_PRIORITISE_DIRECT_OBJECT_NO_ON","文法規則：VERB PRIORITISE DIRECT_OBJECT NO_ON","other_grammar","VERB.PRIORITISE.DIRECT_OBJECT.NO_ON","[""verb"",""prioritise"",""direct_object"",""no_on""]","on the","the","prioritise 是及物動詞，直接接賓語： prioritise prevention。使用名詞 priority 時，才可寫 give priority to prevention。","[""the""]","[""on the""]","[]","British English","approved","1","Edmund Sir"
"VERB_PROTECT_NP_FROM_NP","文法規則：VERB PROTECT NP FROM_NP","other_grammar","VERB.PROTECT.NP.FROM_NP","[""verb"",""protect"",""np"",""from_np""]","prevent them from excessive work,","protect them from excessive work and","prevent + 人 + from 後面通常接動名詞，例如 prevent workers from overworking。若後面直接接名詞 excessive work，可改用 protect workers from excessive work。","[""protect them from excessive work and""]","[""prevent them from excessive work,""]","[]","British English","approved","1","Edmund Sir"
"VERB_PROVIDE_ACCESS_TO","文法規則：VERB PROVIDE ACCESS_TO","other_grammar","VERB.PROVIDE.ACCESS_TO","[""verb"",""provide"",""access_to""]","provide the path an access","provide access to the path","access 在這裡不可數。固定結構是 provide access to + 地點／設施，不能把 path 和 access 當作雙賓語。","[""provide access to the path""]","[""provide the path an access""]","[]","British English","approved","1","Edmund Sir"
"VERB_PROVIDE_NP_WITH_NP","文法規則：VERB PROVIDE NP WITH_NP","other_grammar","VERB.PROVIDE.NP.WITH_NP","[""verb"",""provide"",""np"",""with_np""]","provided every team by the necessary gloves","provided every team with the necessary gloves","表示「為某人提供某物」可用 provide + 人 + with + 物。這裡不能用 by。另一個正確寫法是 provide the necessary gloves for every team。","[""provided every team with the necessary gloves""]","[""provided every team by the necessary gloves""]","[]","British English","approved","1","Edmund Sir"
"VERB_RANGE_FROM_TO","文法規則：VERB RANGE FROM_TO","other_grammar","VERB.RANGE.FROM_TO","[""verb"",""range"",""from_to""]","ranged between 2.7 to 3.3","ranged from 2.7 to 3.3","正確配對是 range from A to B 或 range between A and B。","[""ranged from 2.7 to 3.3""]","[""ranged between 2.7 to 3.3""]","[]","British English","approved","1","Edmund Sir"
"VERB_REACH_DIRECT_OBJECT_NO_TO","文法規則：VERB REACH DIRECT_OBJECT NO_TO","other_grammar","VERB.REACH.DIRECT_OBJECT.NO_TO","[""verb"",""reach"",""direct_object"",""no_to""]","reaching to 4.8 MWh","reaching 4.8 MWh","reach 是及物動詞，直接接數值，不加 to。對照： rise to 4.8 MWh。","[""reaching 4.8 MWh""]","[""reaching to 4.8 MWh""]","[]","British English","approved","1","Edmund Sir"
"VERB_RECOVER_TO_LEVEL","文法規則：VERB RECOVER TO_LEVEL","other_grammar","VERB.RECOVER.TO_LEVEL","[""verb"",""recover"",""to_level""]","recovered by 3.1 MWh","recovered to 3.1 MWh","recover to + 數值表示回升後的水平。 recover by 0.4 MWh 可表示回升幅度。","[""recovered to 3.1 MWh""]","[""recovered by 3.1 MWh""]","[]","British English","approved","1","Edmund Sir"
"VERB_REMEMBER_GERUND_PAST_MEMORY","文法規則：VERB REMEMBER GERUND PAST_MEMORY","infinitive_or_gerund","VERB.REMEMBER.GERUND.PAST_MEMORY","[""verb"",""remember"",""gerund"",""past_memory""]","remembered to leave","remembered leaving","remember doing 表示記得曾經做過某事。 remember to do 表示記得要做某事並執行。原意是她回想自己把卡留在巴士上，因此用動名詞。","[""remembered leaving""]","[""remembered to leave""]","[]","British English","approved","1","Edmund Sir"
"VERB_REMIND_DIRECT_PERSON_NO_TO","文法規則：VERB REMIND DIRECT_PERSON_NO_TO","other_grammar","VERB.REMIND.DIRECT_PERSON_NO_TO","[""verb"",""remind"",""direct_person_no_to""]","reminded to everyone that","reminded everyone that","remind 直接接被提醒的人，不在前面加 to： remind everyone that...。","[""reminded everyone that""]","[""reminded to everyone that""]","[]","British English","approved","1","Edmund Sir"
"VERB_REMIND_NP_TO_INFINITIVE","文法規則：VERB REMIND NP TO_INFINITIVE","infinitive_or_gerund","VERB.REMIND.NP.TO_INFINITIVE","[""verb"",""remind"",""np"",""to_infinitive""]","reminded to write","reminded them to write","remind 通常要指出提醒的對象。這裡 them 指上一句的 new visitors。 公式： remind + 人 + to + 動詞原形。邊界： remember to write 表示主語自己記得做某事。","[""reminded them to write"",""reminded students to lock""]","[""reminded to write"",""reminded students locking""]","[]","British English","approved","1","Edmund Sir"
"VERB_REQUEST_DIRECT_OBJECT_NO_FOR","文法規則：VERB REQUEST DIRECT_OBJECT NO_FOR","other_grammar","VERB.REQUEST.DIRECT_OBJECT.NO_FOR","[""verb"",""request"",""direct_object"",""no_for""]","requested for more","requested more","request 作及物動詞時直接接所要求的事物： request more information。名詞結構則可寫 a request for information。","[""requested more""]","[""requested for more""]","[]","British English","approved","1","Edmund Sir"
"VERB_REQUEST_WORK_DIRECT_OBJECT","文法規則：VERB REQUEST WORK DIRECT_OBJECT","other_grammar","VERB.REQUEST.WORK.DIRECT_OBJECT","[""verb"",""request"",""work"",""direct_object""]","request on urgent projects","request work on urgent projects","request 作動詞時需要直接賓語。本句可寫 request work on urgent projects。更清楚的替代寫法是 ask employees to work on urgent projects。","[""request work on urgent projects""]","[""request on urgent projects""]","[]","British English","approved","1","Edmund Sir"
"VERB_REQUIRE_NP_TO_INFINITIVE","文法規則：VERB REQUIRE NP TO_INFINITIVE","infinitive_or_gerund","VERB.REQUIRE.NP.TO_INFINITIVE","[""verb"",""require"",""np"",""to_infinitive""]","staff needed to wore","staff to wear","require 表示要求某人做某事時，使用 require + 人 + to + 動詞原形。 require 已經控制後面的不定詞，不能加入 needed； to 後面亦要用原形 wear，不用過去式 wore。","[""staff to wear""]","[""staff needed to wore""]","[]","British English","approved","1","Edmund Sir"
"VERB_RISE_INTRANSITIVE_NOT_RAISE","文法規則：VERB RISE_INTRANSITIVE NOT_RAISE","other_grammar","VERB.RISE_INTRANSITIVE.NOT_RAISE","[""verb"",""rise_intransitive"",""not_raise""]","to raise from 12.1","to rise from 12.1","rise 是不及物動詞，表示數值自行上升。raise 是及物動詞，需要賓語，例如 The policy raised the total。","[""to rise from 12.1""]","[""to raise from 12.1""]","[]","British English","approved","1","Edmund Sir"
"VERB_START_AT_VALUE","文法規則：VERB START_AT VALUE","other_grammar","VERB.START_AT.VALUE","[""verb"",""start_at"",""value""]","started from 2.1 MWh","started at 2.1 MWh","描述圖表數列的初始數值，通常用 start at + 數值。時間範圍可寫 from 2005。","[""started at 2.1 MWh""]","[""started from 2.1 MWh""]","[]","British English","approved","1","Edmund Sir"
"VERB_STOP_TO_INFINITIVE_PURPOSE","文法規則：VERB STOP TO_INFINITIVE_PURPOSE","infinitive_or_gerund","VERB.STOP.TO_INFINITIVE_PURPOSE","[""verb"",""stop"",""to_infinitive_purpose""]","stopped explaining","stopped to explain","stop to explain 表示停下原本的活動，目的是進行解釋；stop explaining 表示停止解釋。兩者都合文法，但意思不同，系統必須根據已記錄原意選擇。","[""stopped to explain""]","[""stopped explaining""]","[]","British English","approved","1","Edmund Sir"
"VERB_SURPASS_DIRECT_OBJECT_NO_THAN","文法規則：VERB SURPASS DIRECT_OBJECT NO_THAN","other_grammar","VERB.SURPASS.DIRECT_OBJECT.NO_THAN","[""verb"",""surpass"",""direct_object"",""no_than""]","surpassed than Northland","surpassed Northland","surpass 是及物動詞，直接接被超越的對象。 was higher than Northland 才使用 than。","[""surpassed Northland""]","[""surpassed than Northland""]","[]","British English","approved","1","Edmund Sir"
"VERB_TRY_GERUND_EXPERIMENT","文法規則：VERB TRY GERUND EXPERIMENT","infinitive_or_gerund","VERB.TRY.GERUND.EXPERIMENT","[""verb"",""try"",""gerund"",""experiment""]","tried to call","tried calling","try doing 表示嘗試某個方法，看看是否有效；try to do 表示努力完成某事。兩者均可能正確，必須按語境處理。","[""tried calling""]","[""tried to call""]","[]","British English","approved","1","Edmund Sir"
"VERB_TURN_INTO_NOT_TURN_TO","文法規則：VERB TURN_INTO NOT_TURN_TO","other_grammar","VERB.TURN_INTO.NOT_TURN_TO","[""verb"",""turn_into"",""not_turn_to""]","and its site will turn to","with the site becoming","表示地點轉變成另一種用途，用 turn into 或 become。 turn to 常表示轉向某人、某方法或某頁。","[""with the site becoming""]","[""and its site will turn to""]","[]","British English","approved","1","Edmund Sir"
"VERB_USED_TO_BASE_VERB","文法規則：VERB USED_TO BASE_VERB","infinitive_or_gerund","VERB.USED_TO.BASE_VERB","[""verb"",""used_to"",""base_verb""]","used to offering","used to offer","used to 表示過去的習慣或狀態，後面用動詞原形。公式：used to + 動詞原形。邊界：be used to + 名詞／動名詞，例如 She is used to working late。","[""used to offer""]","[""used to offering""]","[]","British English","approved","1","Edmund Sir"
"VERB_WIDEN_INTRANSITIVE_TREND","文法規則：VERB WIDEN INTRANSITIVE_TREND","other_grammar","VERB.WIDEN.INTRANSITIVE_TREND","[""verb"",""widen"",""intransitive_trend""]","is projected to be widened","is projected to widen","當 difference 本身逐漸擴大時， widen 作不及物動詞。被動式暗示有外在執行者把差距擴大，因此這項規則應保留原意檢查。","[""is projected to widen""]","[""is projected to be widened""]","[]","British English","approved","1","Edmund Sir"
"VERB_WOULD_RATHER_BASE_THAN_BASE","文法規則：VERB WOULD_RATHER BASE_THAN_BASE","other_grammar","VERB.WOULD_RATHER.BASE_THAN_BASE","[""verb"",""would_rather"",""base_than_base""]","would rather to donate unused tools than throwing them away","would rather donate unused tools than throw them away","would rather 後面用動詞原形； than 後面的平行動作也用動詞原形。這是一組相依修改。公式： would rather + 動詞原形 + than + 動詞原形。邊界： would prefer to donate 中則保留 to。","[""would rather donate unused tools than throw them away""]","[""would rather to donate unused tools than throwing them away""]","[]","British English","approved","1","Edmund Sir"
"WORDCHOICE_BESIDE_NOT_BESIDES","文法規則：WORDCHOICE BESIDE_NOT_BESIDES","word_choice","WORDCHOICE.BESIDE_NOT_BESIDES","[""wordchoice"",""beside_not_besides""]","besides the supermarket","next to the supermarket","beside／ next to 表示在旁邊； besides 表示「此外」或「除……之外」。","[""next to the supermarket""]","[""besides the supermarket""]","[]","British English","approved","1","Edmund Sir"
"WORDCHOICE_COMMUNICATION_NOT_COMMUTATION","文法規則：WORDCHOICE COMMUNICATION NOT_COMMUTATION","word_choice","WORDCHOICE.COMMUNICATION.NOT_COMMUTATION","[""wordchoice"",""communication"",""not_commutation""]","commutations","communication","communication 表示人與人之間的溝通，通常作不可數名詞。 commutation 是另一個真實英文詞，可表示減刑、換向或付款轉換，不是本句意思。","[""communication""]","[""commutations""]","[]","British English","approved","1","Edmund Sir"
"WORDCHOICE_CONTRAST_NOT_PATTERN","文法規則：WORDCHOICE CONTRAST NOT_PATTERN","word_choice","WORDCHOICE.CONTRAST.NOT_PATTERN","[""wordchoice"",""contrast"",""not_pattern""]","pattern","contrast","本句描述的是兩國人口年齡結構之間的差異，因此 contrast 較能準確指回前面的比較。 pattern 本身不是文法錯誤，但未清楚表示哪一種模式正在改變。","[""contrast""]","[""pattern""]","[]","British English","approved","1","Edmund Sir"
"WORDCHOICE_EMPLOYEE_AFFECTED_WORKER_NOT_EMPLOYER","文法規則：WORDCHOICE EMPLOYEE AFFECTED_WORKER NOT_EMPLOYER","word_choice","WORDCHOICE.EMPLOYEE.AFFECTED_WORKER.NOT_EMPLOYER","[""wordchoice"",""employee"",""affected_worker"",""not_employer""]","many employers","many employees","employer 是僱主， employee 是僱員。下文說這些人的僱主在非工作時間給他們工作，因此原意很可能是 employees。不過這項修改涉及人物角色，系統應先根據上下文判斷，不宜只靠單句自動更改。","[""many employees"",""employees may sacrifice"",""employees who have""]","[""many employers"",""employers may sacrifice"",""employers who have""]","[]","British English","approved","1","Edmund Sir"
"WORDCHOICE_IMAGINE_NOT_IMAGE","文法規則：WORDCHOICE IMAGINE NOT_IMAGE","word_choice","WORDCHOICE.IMAGINE.NOT_IMAGE","[""wordchoice"",""imagine"",""not_image""]","imaged","imagine","表示「試想一下」要用動詞 imagine。 image 作動詞可表示為某物成像或想像其圖像，但 imaged 是過去式，不能在這個祈使句位置使用。","[""imagine""]","[""imaged""]","[]","British English","approved","1","Edmund Sir"
"WORDCHOICE_RELIEVE_STRESS_NOT_RELIVE","文法規則：WORDCHOICE RELIEVE_STRESS NOT_RELIVE","word_choice","WORDCHOICE.RELIEVE_STRESS.NOT_RELIVE","[""wordchoice"",""relieve_stress"",""not_relive""]","relive their stress","relieve their stress","relieve stress 表示減輕壓力。 relive 表示重新經歷某件事，例如 relive a childhood memory。 兩詞拼法接近，但意思不同。","[""relieve their stress""]","[""relive their stress""]","[]","British English","approved","1","Edmund Sir"
"WORDFORM_ADVERB_FAIRLY_MODIFIES_VERB","文法規則：WORDFORM ADVERB FAIRLY MODIFIES_VERB","word_form","WORDFORM.ADVERB.FAIRLY.MODIFIES_VERB","[""wordform"",""adverb"",""fairly"",""modifies_verb""]","fair","fairly","fairly 是副詞，在此修飾動詞 represented。 fair 是形容詞，通常描述名詞或放在連繫動詞後。","[""fairly""]","[""fair""]","[]","British English","approved","1","Edmund Sir"
"WORDFORM_DENSITY_TO_DENSER","文法規則：WORDFORM DENSITY_TO_DENSER","word_form","WORDFORM.DENSITY_TO_DENSER","[""wordform"",""density_to_denser""]","to a density","into a denser","density 是名詞；在這裡要用形容詞比較級 denser 描述 neighbourhood。","[""into a denser""]","[""to a density""]","[]","British English","approved","1","Edmund Sir"
"WORDFORM_DIAGONALLY_ADVERB","文法規則：WORDFORM DIAGONALLY ADVERB","word_form","WORDFORM.DIAGONALLY.ADVERB","[""wordform"",""diagonally"",""adverb""]","located diagonal","situated diagonally","修飾位置關係 opposite 要用副詞 diagonally，不用形容詞 diagonal。","[""situated diagonally""]","[""located diagonal""]","[]","British English","approved","1","Edmund Sir"
"WORDFORM_DRESS_FREELY_ADVERB","文法規則：WORDFORM DRESS FREELY ADVERB","word_form","WORDFORM.DRESS.FREELY.ADVERB","[""wordform"",""dress"",""freely"",""adverb""]","dress with for more freedom","dress more freely","dress 在這裡是不及物動詞，可用副詞 freely 修飾。 with 後面需要賓語，例如 dress with greater variety； 原句的 with for 不能構成一個完整結構。","[""dress more freely""]","[""dress with for more freedom""]","[]","British English","approved","1","Edmund Sir"
"WORDFORM_LOW_INCOME_ATTRIBUTIVE_HYPHEN","文法規則：WORDFORM LOW_INCOME ATTRIBUTIVE_HYPHEN","word_form","WORDFORM.LOW_INCOME.ATTRIBUTIVE_HYPHEN","[""wordform"",""low_income"",""attributive_hyphen""]","income family this","low-income families, this","表示收入較低的家庭，常用複合形容詞 low-income， 放在名詞前時加連字號。文章泛指多個家庭，因此用 families，並在句首短語後加逗號。 low 是根據「沉重負擔」推斷，需老師確認。","[""low-income families, this""]","[""income family this""]","[]","British English","approved","1","Edmund Sir"
"WORDFORM_MAKE_OBJECT_ADJECTIVE","文法規則：WORDFORM MAKE OBJECT ADJECTIVE","word_form","WORDFORM.MAKE.OBJECT.ADJECTIVE","[""wordform"",""make"",""object"",""adjective""]","confidence","confident","make + 人／物 + 形容詞。 me 後面要用形容詞 confident，不用名詞 confidence。","[""confident""]","[""confidence""]","[]","British English","approved","1","Edmund Sir"
"WORDFORM_MANNER_ADVERB_AFTER_VERB","文法規則：WORDFORM MANNER_ADVERB AFTER_VERB","word_form","WORDFORM.MANNER_ADVERB.AFTER_VERB","[""wordform"",""manner_adverb"",""after_verb""]","wide","widely","widely 是副詞，在這裡修飾 shared，表示利益廣泛地被分享。 wide 可在 open wide 或 far and wide 等結構中作副詞，但本句需要 widely。","[""widely""]","[""wide""]","[]","British English","approved","1","Edmund Sir"
"WORDFORM_NEARBY_ATTRIBUTIVE","文法規則：WORDFORM NEARBY ATTRIBUTIVE","word_form","WORDFORM.NEARBY.ATTRIBUTIVE","[""wordform"",""nearby"",""attributive""]","neighbour","nearby","neighbour 是名詞，通常指人或相鄰事物；修飾位置接近的 riverbank 可用形容詞 nearby 或 neighbouring。","[""nearby""]","[""neighbour""]","[]","British English","approved","1","Edmund Sir"
"WORDFORM_NORTH_TO_NORTHERN_ATTRIBUTIVE","文法規則：WORDFORM NORTH_TO_NORTHERN_ATTRIBUTIVE","word_form","WORDFORM.NORTH_TO_NORTHERN_ATTRIBUTIVE","[""wordform"",""north_to_northern_attributive""]","north","the northern","放在名詞 edge 前作修飾語時，使用形容詞 northern。","[""the northern""]","[""north""]","[]","British English","approved","1","Edmund Sir"
"WORDFORM_NOUN_PREMODIFIER_MEDICAL_ADJECTIVE","文法規則：WORDFORM NOUN_PREMODIFIER MEDICAL_ADJECTIVE","word_form","WORDFORM.NOUN_PREMODIFIER.MEDICAL_ADJECTIVE","[""wordform"",""noun_premodifier"",""medical_adjective""]","medicine crises","medical crises","crises 前面需要形容詞 medical， 表示「醫療方面的」。 medicine 是名詞，雖然可在 medicine cabinet 等固定組合中修飾另一名詞，但不適用於 medical crisis。","[""medical crises""]","[""medicine crises""]","[]","British English","approved","1","Edmund Sir"
"WORDFORM_OPEN_SPACE_NOT_OPENED","文法規則：WORDFORM OPEN_SPACE NOT_OPENED","word_form","WORDFORM.OPEN_SPACE.NOT_OPENED","[""wordform"",""open_space"",""not_opened""]","opened spaces","open space","open space 指未被建築物佔用的公共空間。opened 是動詞過去分詞，表示某物已被打開。open spaces 也可用於多個獨立空間。","[""open space""]","[""opened spaces""]","[]","British English","approved","1","Edmund Sir"
"WORDFORM_PEDESTRIANISE_ROAD","文法規則：WORDFORM PEDESTRIANISE ROAD","word_form","WORDFORM.PEDESTRIANISE.ROAD","[""wordform"",""pedestrianise"",""road""]","made pedestrian","pedestrianised","把道路改為行人專用區，標準地圖描述動詞是 pedestrianise。made pedestria n-only 也是正確替代。","[""pedestrianised""]","[""made pedestrian""]","[]","British English","approved","1","Edmund Sir"
"WORDFORM_RESPECTIVELY_NOT_RESPECTABLY","文法規則：WORDFORM RESPECTIVELY NOT_RESPECTABLY","word_form","WORDFORM.RESPECTIVELY.NOT_RESPECTABLY","[""wordform"",""respectively"",""not_respectably""]","respectably","respectively","respectively 表示兩組依次列出的項目一一對應。 respectably 表示以可敬或尚算不錯的方式，意思不同。","[""respectively""]","[""respectably""]","[]","British English","approved","1","Edmund Sir"
"WORDFORM_SUPERLATIVE_YOUNGEST_AGE_GROUP","文法規則：WORDFORM SUPERLATIVE YOUNGEST_AGE_GROUP","word_form","WORDFORM.SUPERLATIVE.YOUNGEST_AGE_GROUP","[""wordform"",""superlative"",""youngest_age_group""]","youngster","youngest age","youngster 指一名年輕人，不能自然地表示三個年齡分類中最年輕的一組。使用最高級形容詞 youngest 修飾 age group。","[""youngest age""]","[""youngster""]","[]","British English","approved","1","Edmund Sir"
"WORDFORM_VERB_MODIFIED_BY_ADVERB_COMPARATIVE","文法規則：WORDFORM VERB MODIFIED_BY_ADVERB_COMPARATIVE","word_form","WORDFORM.VERB.MODIFIED_BY_ADVERB_COMPARATIVE","[""wordform"",""verb"",""modified_by_adverb_comparative""]","they work become slower and slower","they work more and more slowly","work 是動作，應由副詞 slowly 修飾。表示動作逐漸變慢，用 more and more slowly。 become slower 可描述人或事物的狀態，但不能直接放在 they work 後形成雙重謂語。","[""they work more and more slowly""]","[""they work become slower and slower""]","[]","British English","approved","1","Edmund Sir"
"GF_ABSTRACT_CATEGORY_IN_WHICH","文法規則：Abstract category in which","sentence_structure","GF_ABSTRACT_CATEGORY_IN_WHICH","[""generated:set20_21_legacy_integration"",""family:GF_ABSTRACT_CATEGORY_IN_WHICH"",""classification:style"",""execution_policy:guidance_only"",""matcher_type:register_construction"",""source_rule:CLAUSE.ABSTRACT_CATEGORY.IN_WHICH""]","where","in which","正式圖表寫作中，可用 category in which。category where 在非正式英文中也可見，不宜設為絕對高置信度錯誤。 [規則族：GF_ABSTRACT_CATEGORY_IN_WHICH；來源規則：CLAUSE.ABSTRACT_CATEGORY.IN_WHICH.v1。]","[""in which""]","[""where""]","[]","British English","approved","1","Edmund Sir"
"GF_ACCOMPANY_DIRECT_OBJECT","文法規則：Accompany takes a direct object in the active voice","other_grammar","GF_ACCOMPANY_DIRECT_OBJECT","[""generated:set20_21_legacy_integration"",""family:GF_ACCOMPANY_DIRECT_OBJECT"",""classification:lexical_frame"",""execution_policy:local_auto"",""matcher_type:lexical_frame"",""source_rule:VERB.ACCOMPANY.DIRECT_OBJECT.NO_WITH""]","with the","the","accompany 是及物動詞，直接接同行的人或物，不加 with。be accompanied by 則是被動結構。 [規則族：GF_ACCOMPANY_DIRECT_OBJECT；來源規則：VERB.ACCOMPANY.DIRECT_OBJECT.NO_WITH.v1。]","[""the""]","[""with the""]","[]","British English","approved","1","Edmund Sir"
"GF_ACCOUNT_FOR_PROPORTION","文法規則：Account for a stated proportion","preposition","GF_ACCOUNT_FOR_PROPORTION","[""generated:set20_21_legacy_integration"",""family:GF_ACCOUNT_FOR_PROPORTION"",""classification:lexical_frame"",""execution_policy:local_auto"",""matcher_type:lexical_frame"",""source_rule:PHRASAL.ACCOUNT_FOR.PROPORTION""]","accounted","together accounted","account for 表示構成某個比例。 [規則族：GF_ACCOUNT_FOR_PROPORTION；來源規則：PHRASAL.ACCOUNT_FOR.PROPORTION.v1。]","[""together accounted"",""for more""]","[""accounted"",""more""]","[]","British English","approved","1","Edmund Sir"
"GF_AFTER_MODAL_BASE_VERB","文法規則：After modal base verb","modal_or_auxiliary","GF_AFTER_MODAL_BASE_VERB","[""generated:set20_21_legacy_integration"",""family:GF_AFTER_MODAL_BASE_VERB"",""classification:structural"",""execution_policy:local_auto"",""matcher_type:dependency_construction"",""source_rule:MODAL.AFTER_MODAL.BASE_VERB""]","chose","choose","could 後面使用動詞原形 choose，不用過去式 chose。 [規則族：GF_AFTER_MODAL_BASE_VERB；來源規則：MODAL.AFTER_MODAL.BASE_VERB.v1。]","[""choose""]","[""chose""]","[]","British English","approved","1","Edmund Sir"
"GF_AFTER_WHICH_SENTENTIAL_SEQUENCE","文法規則：After which as an integrated sentential sequencer","sentence_structure","GF_AFTER_WHICH_SENTENTIAL_SEQUENCE","[""generated:set20_21_legacy_integration"",""family:GF_AFTER_WHICH_SENTENTIAL_SEQUENCE"",""classification:structural"",""execution_policy:local_review"",""matcher_type:clause_boundary"",""source_rule:CLAUSE.AFTER_WHICH.SEQUENCE""]","that","which","after which 指回前面的整個步驟，並連接下一個完整分句。也可使用句號後另寫 After that, ...。 [規則族：GF_AFTER_WHICH_SENTENTIAL_SEQUENCE；來源規則：CLAUSE.AFTER_WHICH.SEQUENCE.v1。]","[""which""]","[""that""]","[]","British English","approved","1","Edmund Sir"
"GF_AHEAD_OF","文法規則：Ahead of","preposition","GF_AHEAD_OF","[""generated:set20_21_legacy_integration"",""family:GF_AHEAD_OF"",""classification:semantic"",""execution_policy:remote_review"",""matcher_type:semantic_role_frame"",""source_rule:PREP.AHEAD_OF""]","than","of","固定比較結構是 ahead of + 對象，不用 than。 [規則族：GF_AHEAD_OF；來源規則：PREP.AHEAD_OF.v1。]","[""of""]","[""than""]","[]","British English","approved","1","Edmund Sir"
